name	chrom	txStart	txEnd	name2	Duplicate
NM_175852	chr1	32645344	32663886	TXLNA	0
NM_024296	chr1	32666201	32670991	CCDC28B	0
NM_018134	chr1	32671235	32674288	IQCC	0
NM_001099434	chr1	32674694	32681797	DCDC2B	0
NM_019118	chr1	32681797	32687926	TMEM234	0
NM_003757	chr1	32687970	32697205	EIF3I	0
NR_026850	chr1	32697260	32707311	MTMR9LP	0
NM_032648	chr1	32712817	32714461	FAM167B	0
NM_001042771	chr1	32739711	32751768	LCK	0
NM_004964	chr1	32757707	32799224	HDAC1	0
NM_023009	chr1	32799429	32801840	MARCKSL1	0
NM_001167676	chr1	32826870	32827844	FAM229A	0
NM_052841	chr1	32827861	32829924	TSSK3	0
NM_001143888	chr1	32830704	32860062	BSDC1	0
NM_001145720	chr1	32930657	32953459	ZBTB8B	0
NR_111980	chr1	33004745	33071551	ZBTB8A	0
NM_178547	chr1	33087306	33116185	ZBTB8OS	0
NM_005610	chr1	33116748	33151812	RBBP4	0
NM_001161708	chr1	33145506	33168361	SYNC	0
NM_001198972	chr1	33231234	33240571	KIAA1522	0
NM_003680	chr1	33240839	33283633	YARS	0
NM_001256121	chr1	33283042	33324480	S100PBP	0
NM_001171940	chr1	33327868	33336414	FNDC5	0
NM_002143	chr1	33352097	33360247	HPCA	0
NM_033504	chr1	33360195	33366953	TMEM54	0
NM_153341	chr1	33402049	33430286	RNF19B	0
NM_001199199	chr1	33473540	33502512	AK2	0
NM_052998	chr1	33546713	33585995	ADC	0
NM_018207	chr1	33611002	33647671	TRIM62	0
NM_152493	chr1	33722173	33766320	ZNF362	0
NM_001080438	chr1	33772366	33786699	A3GALT2	0
NM_004427	chr1	33789223	33815499	PHC2	0
NR_037400	chr1	33797993	33798093	MIR3605	0
NM_145238	chr1	33938231	33961995	ZSCAN20	0
NM_052896	chr1	33979598	34631443	CSMD2	0
NR_033264	chr1	34329679	34330392	HMGB4	0
NR_038372	chr1	34334556	34351059	LOC402779	0
NM_032884	chr1	34632483	34684731	C1orf94	0
NM_005268	chr1	35220647	35224113	GJB5	0
NM_153212	chr1	35225341	35229325	GJB4	0
NM_001005752	chr1	35247910	35251967	GJB3	0
NM_002060	chr1	35258598	35261348	GJA4	0
NM_001164824	chr1	35315962	35324646	SMIM12	0
NM_001080418	chr1	35331036	35370984	DLGAP3	0
NR_037869	chr1	35441299	35444307	LOC653160	0
NM_001195156	chr1	35447126	35450948	ZMYM6NB	0
NM_007167	chr1	35451766	35497569	ZMYM6	0
NM_001289091	chr1	35544963	35581459	ZMYM1	0
NM_005066	chr1	35649200	35658743	SFPQ	0
NM_005095	chr1	35734567	35887545	ZMYM4	0
NM_024874	chr1	35899090	36023037	KIAA0319L	0
NM_001014841	chr1	36023392	36032380	NCDN	0
NM_178548	chr1	36038970	36060927	TFAP2E	0
NM_002794	chr1	36065142	36107445	PSMB2	0
NM_152374	chr1	36179476	36184790	C1orf216	0
NM_001190481	chr1	36197712	36235551	CLSPN	0
NM_017629	chr1	36273827	36323490	AGO4	0
NM_012199	chr1	36348809	36389899	AGO1	0
NM_177422	chr1	36396682	36522063	AGO3	0
NM_014466	chr1	36549675	36553876	TEKT2	0
NM_017825	chr1	36554452	36559533	ADPRHL2	0
NM_005202	chr1	36560843	36565850	COL8A2	0
NR_073098	chr1	36602169	36615115	TRAPPC3	0
NM_001286365	chr1	36621565	36646451	MAP7D1	0
NM_005119	chr1	36690016	36770957	THRAP3	0
NM_001162530	chr1	36771993	36786948	SH3D21	0
NM_018166	chr1	36787631	36789755	EVA1B	0
NM_001282546	chr1	36805219	36851528	STK40	0
NM_032881	chr1	36859030	36863493	LSM10	0
NM_145047	chr1	36883506	36916086	OSCP1	0
NM_031280	chr1	36921361	36930040	MRPS15	0
NM_000760	chr1	36931643	36948915	CSF3R	0
NM_000831	chr1	37261127	37499844	GRIK3	0
NR_036217	chr1	37627163	37627235	MIR4255	0
NR_038842	chr1	37920479	37940044	LINC01137	0
NM_025079	chr1	37940118	37949978	ZC3H12A	0
NR_106790	chr1	37945830	37945890	MIR6732	0
NR_073090	chr1	37955560	37980420	MEAF6	0
NR_049844	chr1	37966535	37966595	MIR5581	0
NM_024700	chr1	38000049	38019945	SNIP1	0
NM_003462	chr1	38022519	38032458	DNALI1	0
NM_013285	chr1	38032412	38061586	GNL2	0
NM_001242910	chr1	38076950	38100595	RSPO1	0
NM_017850	chr1	38147241	38156192	C1orf109	0
NM_018101	chr1	38158072	38175391	CDCA8	0
NM_173641	chr1	38225944	38230824	EPHA10	0
NM_152496	chr1	38261159	38267278	MANEAL	0
NM_024640	chr1	38268613	38273865	YRDC	0
NM_198446	chr1	38273472	38275126	C1orf122	0
NM_005955	chr1	38275238	38325292	MTF1	0
NM_005540	chr1	38326368	38412729	INPP5B	0
NM_006802	chr1	38422651	38455761	SF3A3	0
NM_004468	chr1	38462441	38471187	FHL3	0
NM_016037	chr1	38478383	38490497	UTP11L	0
NM_002699	chr1	38509522	38512450	POU3F1	0
NR_037432	chr1	38554902	38555001	MIR3659	0
NR_038928	chr1	38674705	38680439	LOC339442	0
NM_022157	chr1	39303868	39325495	RRAGC	0
NR_037633	chr1	39328161	39347298	GJA9-MYCBP	0
NM_012333	chr1	39328161	39339050	MYCBP	0
NM_030772	chr1	39339738	39347298	GJA9	0
NM_017821	chr1	39351478	39407456	RHBDL2	0
NM_001136275	chr1	39456915	39471737	AKIRIN1	0
NM_004552	chr1	39491966	39500308	NDUFS5	0
NM_012090	chr1	39549838	39952810	MACF1	0
NM_015038	chr1	39875175	39882154	KIAA0754	0
NM_181809	chr1	39957317	39995541	BMP8A	0
NR_003929	chr1	39987951	40025370	PPIEL	0
NM_001135653	chr1	40026484	40042521	PABPC4	0
NR_002983	chr1	40033045	40033182	SNORA55	0
NM_014571	chr1	40089102	40105348	HEYL	0
NM_032526	chr1	40124792	40137710	NT5C1A	0
NM_001282396	chr1	40144319	40157157	HPCAL4	0
NM_203456	chr1	40204516	40229586	PPIE	0
NM_001720	chr1	40223902	40254533	BMP8B	0
NM_022120	chr1	40235196	40237020	OXCT2	0
NM_017646	chr1	40306705	40349177	TRIT1	0
NM_005376	chr1	40365283	40367687	MYCL	0
NM_001287809	chr1	40420783	40435640	MFSD2A	0
NM_006367	chr1	40506254	40538321	CAP1	0
NM_000310	chr1	40538381	40563142	PPT1	0
NM_012421	chr1	40627040	40706593	RLF	0
NM_001008740	chr1	40713572	40717365	TMCO2	0
NM_005857	chr1	40723721	40759856	ZMPSTE24	0
NM_001852	chr1	40766162	40782939	COL9A2	0
NM_001198978	chr1	40840304	40888998	SMAP2	0
NM_023070	chr1	40916336	40929390	ZFP69B	0
NM_198494	chr1	40943301	40962015	ZFP69	0
NM_022774	chr1	40974432	40982214	EXO5	0
NM_152373	chr1	40997232	41013841	ZNF684	0
NM_014747	chr1	41086351	41131324	RIMS3	0
NR_024567	chr1	41154751	41157933	NFYC-AS1	0
NM_001142587	chr1	41157241	41237275	NFYC	0
NR_029846	chr1	41220026	41220118	MIR30E	0
NR_029833	chr1	41222955	41223044	MIR30C1	0
NM_172163	chr1	41249683	41306124	KCNQ4	0
NM_133467	chr1	41326727	41328018	CITED4	0
NM_001905	chr1	41445006	41478235	CTPS1	0
NR_037868	chr1	41480261	41509562	SLFNL1-AS1	0
NM_144990	chr1	41481268	41487427	SLFNL1	0
NM_001172222	chr1	41492870	41625605	SCMH1	0
NM_001291281	chr1	41827602	41849263	FOXO6	0
NM_001956	chr1	41944445	41950344	EDN2	0
NR_038260	chr1	42312859	42384496	HIVEP3	0
NM_007102	chr1	42619091	42621495	GUCA2B	0
NM_033553	chr1	42628361	42630395	GUCA2A	0
NM_001198850	chr1	42642209	42801548	FOXJ3	0
NM_173642	chr1	42846467	42889900	RIMKLA	0
NM_032257	chr1	42896000	42921938	ZMYND12	0
NM_001287506	chr1	42922011	42926901	PPCS	0
NM_001080850	chr1	43000559	43120335	CCDC30	0
NM_006347	chr1	43124047	43142429	PPIH	0
NM_004559	chr1	43148065	43168020	YBX1	0
NM_001185117	chr1	43198763	43205925	CLDN19	0
NM_001243246	chr1	43212005	43232755	LEPRE1	0
NM_024097	chr1	43232915	43241413	C1orf50	0
NM_001242750	chr1	43253660	43263901	LOC100129924	0
NM_199342	chr1	43272722	43283059	CCDC23	0
NM_001017922	chr1	43282775	43310660	ERMAP	0
NM_015911	chr1	43312243	43318146	ZNF691	0
NR_104171	chr1	43323292	43354463	LOC339539	0
NM_006516	chr1	43391045	43424847	SLC2A1	0
NR_033967	chr1	43424719	43449029	SLC2A1-AS1	0
NM_001101376	chr1	43613593	43622067	FAM183A	0
NM_001159936	chr1	43629844	43638241	EBNA1BP2	0
NR_106791	chr1	43637322	43637383	MIR6733	0
NM_152498	chr1	43638000	43676549	WDR65	0
NM_144626	chr1	43735664	43739673	TMEM125	0
NM_001164829	chr1	43747556	43751288	C1orf210	0
NM_001253357	chr1	43766565	43788781	TIE1	0
NM_005373	chr1	43803474	43820135	MPL	0
NM_001255	chr1	43824625	43828873	CDC20	0
NR_046117	chr1	43829067	43833745	ELOVL1	0
NR_106792	chr1	43830318	43830386	MIR6734	0
NM_052877	chr1	43849578	43855483	MED8	0
NM_015284	chr1	43855555	43919918	SZT2	0
NR_106793	chr1	43914209	43914282	MIR6735	0
NM_001243526	chr1	43916673	43919660	HYI	0
NM_002840	chr1	43996546	44089343	PTPRF	0
NM_014663	chr1	44115796	44171189	KDM4A	0
NR_033827	chr1	44165408	44173012	KDM4A-AS1	0
NR_073023	chr1	44173203	44396837	ST3GAL3	0
NR_106727	chr1	44304293	44304355	MIR6079	0
NM_057091	chr1	44398991	44402912	ARTN	0
NM_014652	chr1	44412477	44433694	IPO13	0
NM_001039589	chr1	44435652	44439043	DPH2	0
NM_001039457	chr1	44440601	44443972	ATP6V0B	0
NM_003780	chr1	44444873	44456843	B4GALT2	0
NM_152499	chr1	44457279	44462198	CCDC24	0
NR_048549	chr1	44462154	44497164	SLC6A9	0
NM_173484	chr1	44584521	44600809	KLF17	0
NM_001034023	chr1	44679124	44686351	DMAP1	0
NM_024066	chr1	44686741	44820939	ERI3	0
NR_046817	chr1	44709047	44709955	ERI3-IT1	0
NM_018150	chr1	44870959	45117396	RNF220	0
NR_049849	chr1	45011164	45011224	MIR5584	0
NM_024587	chr1	45119500	45140099	TMEM53	0
NM_001145636	chr1	45140393	45191263	C1orf228	0
NM_006845	chr1	45205489	45233438	KIF2C	0
NM_001012	chr1	45241245	45244412	RPS8	0
NR_000015	chr1	45241536	45241610	SNORD55	0
NR_000024	chr1	45242163	45242261	SNORD46	0
NR_001456	chr1	45243513	45243584	SNORD38A	0
NR_001457	chr1	45244061	45244130	SNORD38B	0
NM_153274	chr1	45249256	45253426	BEST4	0
NM_004073	chr1	45266035	45271667	PLK3	0
NM_001013632	chr1	45271585	45272957	TCTEX1D4	0
NM_001136537	chr1	45274153	45279801	BTBD19	0
NM_003738	chr1	45287937	45308616	PTCH2	0
NM_001261418	chr1	45316193	45452394	EIF2B3	0
NM_024602	chr1	45468219	45477027	HECTD3	0
NM_000374	chr1	45477804	45481341	UROD	0
NM_020883	chr1	45482075	45672250	ZSWIM5	0
NR_024270	chr1	45769581	45771291	LINC01144	0
NM_032756	chr1	45792544	45794346	HPDL	0
NM_001128425	chr1	45794913	45806142	MUTYH	0
NM_025077	chr1	45805341	45809650	TOE1	0
NM_007170	chr1	45809554	45956840	TESK2	0
NR_033296	chr1	45959597	45965751	CCDC163P	0
NM_015506	chr1	45965855	45976739	MMACHC	0
NM_181696	chr1	45976706	45987610	PRDX1	0
NM_001202414	chr1	46016454	46035723	AKR1A1	0
NM_001195193	chr1	46049659	46084578	NASP	0
NM_001114938	chr1	46085715	46089731	CCDC17	0
NM_021639	chr1	46092975	46152302	GPBP1L1	0
NR_026768	chr1	46111451	46112357	RPS15AP10	0
NM_016486	chr1	46153846	46160108	TMEM69	0
NM_001145349	chr1	46159997	46216485	IPP	0
NM_015112	chr1	46269284	46501796	MAST2	0
NM_003629	chr1	46505811	46598380	PIK3R3	0
NM_005727	chr1	46640748	46651634	TSPAN1	0
NM_001290130	chr1	46654352	46663171	POMGNT1	0
NM_001013615	chr1	46669005	46686928	LURAP1	0
NM_001142548	chr1	46713366	46744145	RAD54L	0
NM_006369	chr1	46744071	46769038	LRRC41	0
NM_006004	chr1	46769379	46782447	UQCRH	0
NR_045791	chr1	46805848	46830824	NSUN4	0
NM_001441	chr1	46859938	46879520	FAAH	0
NR_045483	chr1	46899498	46911374	LOC729041	0
NM_147192	chr1	46972667	46979886	DMBX1	0
NR_038403	chr1	47004367	47035927	MKNK1-AS1	0
NM_001097611	chr1	47011315	47016887	KNCN	0
NR_024174	chr1	47023078	47069966	MKNK1	0
NM_145279	chr1	47073386	47080805	MOB3C	0
NM_001042546	chr1	47100710	47134099	ATPAF1	0
NM_001145474	chr1	47137496	47139256	TEX38	0
NR_038828	chr1	47139707	47157769	EFCAB14-AS1	0
NM_014774	chr1	47140830	47184736	EFCAB14	0
NM_000779	chr1	47264669	47285021	CYP4B1	0
NR_002788	chr1	47308766	47366147	CYP4Z2P	0
NM_000778	chr1	47394845	47407156	CYP4A11	0
NM_178033	chr1	47489239	47516423	CYP4X1	0
NM_178134	chr1	47533159	47583992	CYP4Z1	0
NM_001010969	chr1	47603106	47614526	CYP4A22	0
NR_047498	chr1	47644921	47646011	LINC00853	0
NM_005764	chr1	47649260	47655771	PDZK1IP1	0
NM_003189	chr1	47681961	47698007	TAL1	0
NM_001282936	chr1	47715810	47779819	STIL	0
NR_046395	chr1	47799468	47824547	CMPK1	0
NM_012186	chr1	47881743	47883724	FOXE3	0
NR_026878	chr1	47897806	47900313	FOXD2-AS1	0
NM_004474	chr1	47901688	47906363	FOXD2	0
NM_001194986	chr1	48226199	48462562	TRABD2B	0
NR_026749	chr1	48567386	48648100	SKINTL	0
NM_001011547	chr1	48688356	48714316	SLC5A9	0
NM_001286238	chr1	48761043	48937880	SPATA6	0
NM_032785	chr1	48998526	50489626	AGBL4	0
NM_024603	chr1	49193539	49242547	BEND5	0
NR_046839	chr1	49839872	49937757	AGBL4-IT1	0
NM_021952	chr1	50574593	50667540	ELAVL4	0
NM_032110	chr1	50883222	50889119	DMRTA2	0
NM_007051	chr1	50906934	51425936	FAF1	0
NM_001262	chr1	51434366	51440306	CDKN2C	0
NM_001136508	chr1	51567905	51613754	C1orf185	0
NM_014372	chr1	51701944	51739119	RNF11	0
NM_001144832	chr1	51752929	51810785	TTC39A	0
NM_001159969	chr1	51819934	51887793	EPS15	0
NM_148907	chr1	52195485	52254891	OSBPL9	0
NM_001101662	chr1	52254865	52344609	NRD1	0
NR_031580	chr1	52302015	52302074	MIR761	0
NM_002867	chr1	52373627	52456436	RAB3B	0
NM_015913	chr1	52485803	52521843	TXNDC12	0
NM_138417	chr1	52497776	52499472	KTI12	0
NM_152265	chr1	52521856	52556388	BTF3L4	0
NM_007324	chr1	52607765	52812358	ZFYVE9	0
NM_032449	chr1	52816264	52831877	CC2D1B	0
NM_001190818	chr1	52838500	52870143	ORC1	0
NM_032864	chr1	52870218	52883992	PRPF38A	0
NM_001009881	chr1	52888947	53018762	ZCCHC11	0
NM_015696	chr1	53068042	53074723	GPX7	0
NM_001042693	chr1	53099065	53122737	FAM159A	0
NM_023077	chr1	53152013	53164038	COA7	0
NM_024646	chr1	53192130	53293013	ZYG11B	0
NM_001004339	chr1	53308182	53360247	ZYG11A	0
NM_001198962	chr1	53361581	53387446	ECHDC2	0
NM_001007099	chr1	53480609	53517289	SCP2	0
NM_001199081	chr1	53527884	53551174	PODN	0
NR_109858	chr1	53552850	53608304	SLC1A7	0
NM_000098	chr1	53662100	53679869	CPT2	0
NM_017887	chr1	53679771	53686289	C1orf123	0
NM_002370	chr1	53692563	53704282	MAGOH	0
NR_038953	chr1	53704281	53708455	LOC100507564	0
NM_004631	chr1	53708040	53793821	LRP8	0
NR_002314	chr1	53904042	53905693	SLC25A3P1	0
NM_033067	chr1	53925071	53933158	DMRTB1	0
NM_147193	chr1	53971905	54199877	GLIS1	0
NR_033142	chr1	54231133	54304225	NDC1	0
NR_036639	chr1	54317391	54355487	YIPF1	0
NM_001039715	chr1	54359860	54376759	DIO1	0
NM_016126	chr1	54387233	54411288	HSPB11	0
NM_001256409	chr1	54411998	54433841	LRRC42	0
NM_001010978	chr1	54472970	54483859	LDLRAD1	0
NM_004872	chr1	54497348	54519111	TMEM59	0
NM_153035	chr1	54519273	54565416	TCEANC2	0
NR_039942	chr1	54519751	54519827	MIR4781	0
NM_201546	chr1	54604667	54618679	CDCP2	0
NM_001031672	chr1	54638026	54665746	CYB5RL	0
NM_016491	chr1	54665839	54684056	MRPL37	0
NM_145716	chr1	54691103	54872068	SSBP3	0
NR_103541	chr1	54702115	54704736	SSBP3-AS1	0
NM_147161	chr1	55013806	55076005	ACOT11	0
NM_176782	chr1	55074849	55089200	FAM151A	0
NR_026782	chr1	55107412	55175940	MROH7	0
NR_037641	chr1	55107412	55208328	MROH7-TTC4	0
NM_004623	chr1	55181494	55208328	TTC4	0
NM_152268	chr1	55222570	55230226	PARS2	0
NM_001114108	chr1	55246751	55266941	TTC22	0
NM_152607	chr1	55271735	55307937	C1orf177	0
NM_014762	chr1	55315299	55352921	DHCR24	0
NM_182532	chr1	55446464	55457966	TMEM61	0
NM_057176	chr1	55464616	55474465	BSND	0
NR_110451	chr1	55505894	55530526	PCSK9	0
NM_015306	chr1	55532031	55681039	USP24	0
NR_038320	chr1	55681080	55683128	LOC100507634	0
NR_039618	chr1	55691313	55691396	MIR4422	0
NM_003713	chr1	56960418	57045257	PPAP2B	0
NM_006252	chr1	57110989	57181008	PRKAA2	0
NM_001004303	chr1	57184476	57285369	C1orf168	0
NM_000562	chr1	57320442	57383894	C8A	0
NM_001278544	chr1	57394882	57431813	C8B	0
NM_021080	chr1	57463578	58716211	DAB1	0
NR_104363	chr1	58326214	58328786	DAB1-AS1	0
NM_145243	chr1	58946390	59012446	OMA1	0
NM_002353	chr1	59041094	59043166	TACSTD2	0
NM_001085487	chr1	59120410	59165747	MYSM1	0
NM_002228	chr1	59246462	59249785	JUN	0
NR_108106	chr1	59250822	59365384	LINC01135	0
NR_110626	chr1	59486147	59553919	LOC101926925	0
NR_027120	chr1	59597607	59612479	HSD52	0
NM_001244714	chr1	59775749	60228402	FGGY	0
NR_039861	chr1	60198898	60198968	MIR4711	0
NR_110627	chr1	60238466	60254501	LOC101926944	0
NM_015888	chr1	60280532	60342050	HOOK1	0
NM_000775	chr1	60358979	60392423	CYP2J2	0
NM_152377	chr1	60456065	60539442	C1orf87	0
NR_110628	chr1	61125302	61291256	LOC101926964	0
NR_110618	chr1	61419409	61436448	LOC100996570	0
NM_001145512	chr1	61547533	61928460	NFIA	0
NR_104180	chr1	61714616	61719190	LOC645030	0
NR_073400	chr1	62119913	62121800	MGC34796	0
NM_032027	chr1	62146718	62191095	TM2D1	0
NM_176877	chr1	62208148	62629591	INADL	0
NM_001164835	chr1	62660473	62678001	L1TD1	0
NM_181712	chr1	62701836	62785083	KANK4	0
NM_001017415	chr1	62901974	62917475	USP1	0
NM_001272002	chr1	63049775	63154039	DOCK7	0
NM_014495	chr1	63063157	63071976	ANGPTL3	0
NM_032852	chr1	63249776	63330941	ATG4C	0
NR_038252	chr1	63624753	63782901	LINC00466	0
NM_012183	chr1	63788729	63790797	FOXD3	0
NR_106716	chr1	63792595	63792655	MIR6068	0
NM_013339	chr1	63833260	63904233	ALG6	0
NM_014288	chr1	63906440	63988944	ITGB3BP	0
NM_032437	chr1	63989012	64038364	EFCAB7	0
NR_002771	chr1	64014650	64016307	DLEU2L	0
NM_001172818	chr1	64088886	64125916	PGM1	0
NM_001083592	chr1	64239689	64609052	ROR1	0
NR_110665	chr1	64571005	64579474	LOC101927034	0
NM_152489	chr1	64669489	64710027	UBE2U	0
NM_020925	chr1	64936475	65158741	CACHD1	0
NR_039957	chr1	65045529	65045604	MIR4794	0
NM_018211	chr1	65210777	65298914	RAVER2	0
NM_002227	chr1	65298905	65432187	JAK1	0
NR_037443	chr1	65523437	65523525	MIR3671	0
NR_029516	chr1	65524116	65524191	MIR101-1	0
NM_013410	chr1	65613849	65697828	AK4	0
NM_001256864	chr1	65775217	65881552	DNAJC6	0
NM_001003679	chr1	65886334	66101111	LEPR	0
NM_001198681	chr1	65886398	65901690	LEPROT	0
NM_001037339	chr1	66797792	66840262	PDE4B	0
NM_032291	chr1	66999824	67210768	SGIP1	0
NR_036060	chr1	67094122	67094200	MIR3117	0
NM_152665	chr1	67218139	67244730	TCTEX1D1	0
NM_005478	chr1	67263423	67266942	INSL5	0
NM_207014	chr1	67303281	67390570	WDR78	0
NM_001146110	chr1	67390577	67454302	MIER1	0
NM_015139	chr1	67465014	67520080	SLC35D1	0
NM_001276351	chr1	67557858	67600654	C1orf141	0
NM_144701	chr1	67632168	67725650	IL23R	0
NM_001559	chr1	67773046	67862583	IL12RB2	0
NM_015640	chr1	67873492	67896123	SERBP1	0
NM_001199742	chr1	68150859	68154021	GADD45A	0
NM_018841	chr1	68167148	68299155	GNG12	0
NR_040077	chr1	68297970	68668670	GNG12-AS1	0
NM_004675	chr1	68511644	68516460	DIRAS3	0
NM_001002292	chr1	68564141	68698229	WLS	0
NR_031664	chr1	68649200	68649293	MIR1262	0
NM_000329	chr1	68894506	68915642	RPE65	0
NM_001114120	chr1	68939834	68962904	DEPDC1	0
NR_110671	chr1	68962358	69004310	LOC101927220	0
NM_020794	chr1	70225857	70589171	LRRC7	0
NR_023916	chr1	70385004	70386000	PIN1P1	0
NM_017768	chr1	70610484	70671361	LRRC40	0
NM_004768	chr1	70671364	70717701	SRSF11	0
NM_030816	chr1	70724684	70820417	ANKRD13C	0
NM_001031693	chr1	70820492	70833705	HHLA3	0
NM_153742	chr1	70876900	70905534	CTH	0
NM_198715	chr1	71471536	71513491	PTGER3	0
NR_038420	chr1	71512188	71532865	ZRANB2-AS1	0
NM_203350	chr1	71528973	71546972	ZRANB2	0
NR_029707	chr1	71533313	71533399	MIR186	0
NR_046217	chr1	71547006	71703406	ZRANB2-AS2	0
NM_173808	chr1	71868624	72748277	NEGR1	0
NR_046218	chr1	72259914	72302695	NEGR1-IT1	0
NR_110677	chr1	73771852	73773255	LOC101927295	0
NM_001105659	chr1	74491701	74663871	LRRIQ3	0
NM_003838	chr1	74663895	74674386	FPGT	0
NM_001199327	chr1	74663895	74930609	FPGT-TNNI3K	0
NM_015978	chr1	74701070	75010116	TNNI3K	0
NM_001002912	chr1	75033794	75139422	ERICH3	0
NM_001889	chr1	75171171	75199092	CRYZ	0
NM_138467	chr1	75198839	75232360	TYW3	0
NM_001001933	chr1	75594118	75627218	LHX8	0
NM_152697	chr1	75672074	76076799	SLC44A5	0
NM_001286043	chr1	76190031	76229363	ACADM	0
NR_073562	chr1	76251878	76260775	RABGGTB	0
NR_003042	chr1	76252756	76252834	SNORD45C	0
NR_002749	chr1	76253573	76253657	SNORD45A	0
NR_002748	chr1	76255161	76255232	SNORD45B	0
NM_002440	chr1	76262555	76378923	MSH4	0
NR_026546	chr1	76384557	76398116	ASB17	0
NM_152996	chr1	76540388	77096669	ST6GALNAC3	0
NM_030965	chr1	77333185	77529737	ST6GALNAC5	0
NR_106978	chr1	77525827	77525887	MIR7156	0
NM_005482	chr1	77554666	77685132	PIGK	0
NM_174858	chr1	77747661	78025654	AK5	0
NM_015534	chr1	78030189	78148343	ZZZ3	0
NM_015017	chr1	78161673	78225564	USP33	0
NM_001270384	chr1	78245308	78345225	FAM73A	0
NR_103535	chr1	78347032	78355224	NEXN-AS1	0
NM_001172309	chr1	78354199	78409578	NEXN	0
NM_003902	chr1	78413590	78444777	FUBP1	0
NM_007034	chr1	78470635	78482995	DNAJB4	0
NM_017655	chr1	78511588	78603112	GIPC2	0
NR_027310	chr1	78695282	78835147	MGC27382	0
NM_001039585	chr1	78956727	79006386	PTGFR	0
NM_006820	chr1	79086087	79111830	IFI44L	0
NM_006417	chr1	79115476	79129763	IFI44	0
NM_022159	chr1	79355448	79472495	ELTD1	0
NM_012302	chr1	82266081	82458107	LPHN2	0
NR_110632	chr1	83439565	83450605	LOC101927498	0
NR_049805	chr1	84259597	84379059	MIR548AP	0
NM_024686	chr1	84335056	84464833	TTLL7	0
NM_207578	chr1	84543744	84670979	PRKACB	0
NM_001010971	chr1	84764048	84816481	SAMD13	0
NR_003927	chr1	84830640	84863576	UOX	0
NM_058248	chr1	84874033	84880691	DNASE2B	0
NM_025065	chr1	84944919	84964033	RPF1	0
NM_005274	chr1	84964005	84972262	GNG5	0
NM_004388	chr1	85018803	85040163	CTBS	0
NR_027379	chr1	85093912	85100703	C1orf180	0
NM_014021	chr1	85109389	85156240	SSX2IP	0
NM_012152	chr1	85279085	85358896	LPAR3	0
NM_153259	chr1	85391265	85462796	MCOLN2	0
NM_018298	chr1	85483764	85514223	MCOLN3	0
NM_001288563	chr1	85527980	85598821	WDR63	0
NR_039619	chr1	85599476	85599556	MIR4423	0
NM_032184	chr1	85623355	85666728	SYDE2	0
NM_198077	chr1	85715636	85725355	C1orf52	0
NM_003921	chr1	85731459	85742587	BCL10	0
NR_045484	chr1	85742040	85743771	LOC646626	0
NM_012137	chr1	85784167	85930889	DDAH1	0
NM_001554	chr1	86046443	86049648	CYR61	0
NM_001170670	chr1	86115105	86174116	ZNHIT6	0
NM_152890	chr1	86194915	86622121	COL24A1	0
NM_001184765	chr1	86812506	86862025	ODF2L	0
NR_107010	chr1	86823314	86823370	MIR7856	0
NM_006536	chr1	86889768	86922240	CLCA2	0
NM_001285	chr1	86934525	86965974	CLCA1	0
NR_024602	chr1	87012758	87046432	CLCA4	0
NR_024604	chr1	87099958	87121059	CLCA3P	0
NM_016009	chr1	87170252	87213867	SH3GLB1	0
NM_004261	chr1	87328127	87380107	SEP15	0
NM_001134492	chr1	87380334	87564125	HS2ST1	0
NR_026989	chr1	87595447	87634886	LINC01140	0
NM_001290053	chr1	87678351	87717014	LOC101927844	0
NM_006769	chr1	87794150	87814607	LMO4	0
NR_038324	chr1	87819209	87837338	LOC100505768	0
NR_110682	chr1	89003195	89150887	LOC101927891	0
NM_006256	chr1	89149921	89301938	PKN2	0
NM_001514	chr1	89318320	89357301	GTF2B	0
NM_001008662	chr1	89401455	89458643	CCBL2	0
NM_001162536	chr1	89445138	89458643	RBMXL1	0
NM_018284	chr1	89472359	89488549	GBP3	0
NM_002053	chr1	89517986	89531043	GBP1	0
NM_004120	chr1	89571815	89591842	GBP2	0
NM_207398	chr1	89597433	89641723	GBP7	0
NM_052941	chr1	89646830	89664633	GBP4	0
NM_001134486	chr1	89724633	89738544	GBP5	0
NR_077244	chr1	89754940	89756045	LOC729930	0
NM_198460	chr1	89829435	89853719	GBP6	0
NR_003133	chr1	89873237	89890493	GBP1P1	0
NM_015350	chr1	90024271	90063420	LRRC8B	0
NR_033981	chr1	90090407	90098453	FLJ27354	0
NM_032270	chr1	90098643	90185094	LRRC8C	0
NM_018103	chr1	90287479	90401989	LRRC8D	0
NR_002830	chr1	90458823	90460525	GEMIN8P4	0
NM_182975	chr1	90460677	90472000	ZNF326	0
NM_020063	chr1	91177578	91182794	BARHL2	0
NM_032186	chr1	91380856	91487812	ZNF644	0
NM_001017975	chr1	91726322	91870426	HFM1	0
NM_003503	chr1	91966403	91991321	CDC7	0
NM_003243	chr1	92145899	92351836	TGFBR3	0
NM_001242805	chr1	92414927	92479985	BRDT	0
NM_173567	chr1	92495532	92529093	EPHX4	0
NM_001287737	chr1	92539992	92541029	SETSIP	0
NM_183242	chr1	92545861	92613401	BTBD8	0
NM_015237	chr1	92632608	92650280	KIAA1107	0
